what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1228645285984
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1228645306046
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1228645313031
executed,command,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.edit.text.java.format,1228645315046
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1228645315812
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.cut,1228645330671
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.delete.line,1228645331109
executed,command,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.edit.text.java.format,1228645365968
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1228645369609
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1228645370984
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1228645379593
executed,command,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.edit.text.java.format,1228645385000
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1228645385703
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228645392187
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228645446875
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228645448859
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228645468390
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1228645476406
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228645522203
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228645645906
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228645646734
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228645659218
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228645659578
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228645674625
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228645701968
